"dataset","model","sample.size","effect_size","replicate","minor.freq","b.snp","b.med","SD","W_n","Z_n","K_n","U_n","n.resamples","R2.T1.U","R2.T2.U","truth.model","n.true.confs","true.confs","CSq.n.selected","CSq.n.tp","CSq.n.fp","CSq.n.fn","CSq.n.fp.other.trio","CSq.has.common.child","CSq.has.intermediate","CSq.selected","CSa.n.selected","CSa.n.tp","CSa.n.fp","CSa.n.fn","CSa.n.fp.other.trio","CSa.has.common.child","CSa.has.intermediate","CSa.selected","CSq.filter_int_child","CSa.filter_int_child","mrpc.truth.model","mrpc.truth.correct","mrpc.truth.correct.coarse","mrpc.truth.time.seconds","mrpc.truth.timed.out","mrpc.truth.error","mrpc.CSq.model","mrpc.CSq.correct","mrpc.CSq.correct.coarse","mrpc.CSq.time.seconds","mrpc.CSq.timed.out","mrpc.CSq.error","mrpc.CSa.model","mrpc.CSa.correct","mrpc.CSa.correct.coarse","mrpc.CSa.time.seconds","mrpc.CSa.timed.out","mrpc.CSa.error"
1357,"model1",150,"small",19,0.05,0.380708214547485,0.215061380900443,1,1,1,0,18,1,0.464470663479612,0.48432467351502,"M1.1",18,"U1.1357;U2.1357;U3.1357;U4.1357;U5.1357;U6.1357;U7.1357;U8.1357;U9.1357;U10.1357;U11.1357;U12.1357;U13.1357;U14.1357;U15.1357;U16.1357;U17.1357;U18.1357",1,0,1,18,0,TRUE,FALSE,"Z1.1357",98,8,90,10,89,TRUE,FALSE,"U11.6;W1.8;U2.10;U21.31;U22.32;U8.59;W1.83;U14.85;U1.110;U5.157;U18.183;U20.184;U33.210;U1.233;U11.256;U5.260;U7.281;Z1.281;U4.284;U11.306;U5.307;U4.358;U41.358;U15.382;U10.407;U29.407;U12.434;U23.434;U26.435;U3.457;U16.485;U8.507;U15.510;U4.581;U6.583;U23.631;U25.632;U20.633;U8.658;U24.659;U12.681;U9.708;U14.735;U27.756;U2.759;U3.783;U21.785;U8.809;U9.831;U33.834;U4.835;W1.858;Z1.883;U42.885;U3.931;U10.958;U24.1031;U25.1031;U7.1033;W1.1058;U33.1081;U24.1083;U31.1083;U35.1083;U25.1107;U6.1108;U13.1181;U9.1232;U13.1235;U1.1256;U23.1257;U26.1283;U12.1310;U28.1310;U21.1335;U33.1335;U35.1335;U12.1356;U6.1357;U8.1357;U10.1357;U12.1357;U13.1357;U15.1357;U17.1357;U18.1357;Z1.1357;U21.1360;U10.1382;U10.1385;U14.1385;U8.1408;U41.1408;U22.1409;U4.1410;Z1.1432;U33.1433;U22.1456",TRUE,TRUE,"Other",FALSE,FALSE,0.0502700805664062,FALSE,NA,"Other",FALSE,FALSE,0.0186870098114014,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1358,"model2",150,"small",19,0.18,0.488038628082722,0.143657714594156,1,1,1,0,23,1,0.363219861877901,0.496295574383555,"M2.1",23,"U1.1358;U2.1358;U3.1358;U4.1358;U5.1358;U6.1358;U7.1358;U8.1358;U9.1358;U10.1358;U11.1358;U12.1358;U13.1358;U14.1358;U15.1358;U16.1358;U17.1358;U18.1358;U19.1358;U20.1358;U21.1358;U22.1358;U23.1358",1,0,1,23,0,TRUE,FALSE,"Z1.1358",110,5,105,18,103,TRUE,TRUE,"U46.6;U18.7;U9.33;U3.56;U2.57;U1.82;U42.82;U44.84;U1.106;U14.133;U40.182;U11.183;U17.183;U10.184;W1.207;U24.231;U40.231;U27.234;U25.260;U4.281;U21.331;U22.331;W1.334;U9.357;U26.358;U40.358;U26.359;U30.359;U1.360;U4.382;U35.385;U5.406;U19.407;U25.408;U31.434;U8.508;U32.510;U45.556;W1.559;U12.607;U2.634;U45.634;U46.634;U5.659;U17.659;U34.682;U8.684;U31.685;U24.732;U4.733;U2.734;U28.734;U17.735;U6.756;U5.757;W1.781;U12.782;U34.782;U9.785;U4.806;U3.808;Z1.808;W1.809;U5.832;U11.859;U9.882;U5.907;U8.931;U15.931;U1.932;U2.935;U5.956;U5.959;U13.959;U3.960;U7.981;Z1.981;U43.1057;U3.1108;U19.1108;U28.1135;W1.1135;W1.1158;U26.1160;U5.1207;U11.1282;U20.1284;U25.1285;U23.1308;U7.1332;U12.1334;U35.1335;U5.1357;U7.1358;U9.1358;U15.1358;U18.1358;U20.1358;W1.1358;Z1.1358;U13.1359;W1.1360;Z1.1383;U28.1384;U18.1408;U30.1408;U28.1409;U15.1431;U2.1432;U1.1483",TRUE,TRUE,"Other",FALSE,FALSE,0.0550868511199951,FALSE,NA,"Other",FALSE,FALSE,0.0142412185668945,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1359,"model3",150,"small",19,0.36,0.26401069201529,0.156253552157432,1,1,1,0,27,1,0.572298860211293,0.677070348541907,"M3",27,"U1.1359;U2.1359;U3.1359;U4.1359;U5.1359;U6.1359;U7.1359;U8.1359;U9.1359;U10.1359;U11.1359;U12.1359;U13.1359;U14.1359;U15.1359;U16.1359;U17.1359;U18.1359;U19.1359;U20.1359;U21.1359;U22.1359;U23.1359;U24.1359;U25.1359;U26.1359;U27.1359",3,1,2,26,0,TRUE,TRUE,"U27.1359;W1.1359;Z1.1359",98,12,86,15,84,TRUE,TRUE,"U24.32;U9.57;U10.58;U11.82;U17.83;U10.84;U1.132;U4.132;U26.157;U35.159;U6.207;U2.231;U23.231;U40.231;U6.235;U18.281;U2.307;U4.308;U10.332;U15.333;U40.333;U32.358;U15.381;U23.409;U42.410;U9.433;U18.434;U10.458;Z1.483;U6.508;U10.510;U12.556;U2.557;U28.557;U10.583;U22.631;U15.634;U12.635;U8.659;U23.685;U27.709;U27.710;U10.731;U35.731;U31.734;U21.735;U23.760;U4.784;U10.834;U15.859;U26.931;U6.958;U47.1006;U6.1008;U14.1057;U2.1059;U32.1060;U32.1083;U14.1108;U2.1110;U11.1132;U16.1135;U6.1159;U36.1183;U38.1206;U9.1231;U23.1231;U12.1233;U13.1233;U23.1258;U35.1258;U8.1283;U6.1332;U10.1333;U39.1334;U4.1358;U1.1359;U5.1359;U7.1359;U8.1359;U9.1359;U11.1359;U16.1359;U22.1359;U23.1359;U24.1359;U26.1359;U27.1359;W1.1359;Z1.1359;U28.1360;U42.1381;U23.1406;U16.1408;U7.1409;U8.1410;U18.1456;U5.1482",TRUE,TRUE,"Other",FALSE,FALSE,0.0539569854736328,FALSE,NA,"Other",FALSE,FALSE,0.0188729763031006,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1360,"model4",150,"small",19,0.27,0.279292823933065,0.117497259331867,1,1,1,0,28,1,0.529306768121076,0.636448645803837,"M4",28,"U1.1360;U2.1360;U3.1360;U4.1360;U5.1360;U6.1360;U7.1360;U8.1360;U9.1360;U10.1360;U11.1360;U12.1360;U13.1360;U14.1360;U15.1360;U16.1360;U17.1360;U18.1360;U19.1360;U20.1360;U21.1360;U22.1360;U23.1360;U24.1360;U25.1360;U26.1360;U27.1360;U28.1360",1,0,1,28,0,TRUE,FALSE,"Z1.1360",109,9,100,19,98,TRUE,TRUE,"U8.31;U37.31;U25.32;U34.33;U4.34;U17.58;U25.59;U35.82;U4.157;U32.157;U36.157;U10.158;U2.159;U3.207;U9.207;Z1.209;U35.258;U17.259;U5.331;U9.332;U2.333;U14.334;U30.382;W1.384;U1.410;U4.410;U33.410;U38.431;Z1.433;U24.434;U9.435;U30.485;U1.506;U14.507;U4.531;U15.534;U35.559;U8.560;U27.582;U12.583;U23.632;U17.635;U12.658;U29.682;U9.683;U20.684;U25.710;U23.731;U31.732;U17.756;U5.759;U4.782;U7.782;U5.783;U2.785;Z1.835;U3.860;U5.883;U17.884;Z1.884;U13.885;U23.885;Z1.956;U10.959;U2.983;U4.983;U23.1006;U47.1006;U1.1032;U2.1032;Z1.1059;U35.1083;U28.1084;U29.1084;U4.1106;U4.1109;U8.1131;U14.1135;Z1.1135;U38.1160;W1.1181;U8.1207;U25.1210;U20.1235;U10.1283;U9.1307;U6.1308;U9.1308;U36.1308;U2.1360;U3.1360;U9.1360;U11.1360;U12.1360;U16.1360;U19.1360;U23.1360;U28.1360;W1.1360;Z1.1360;U21.1382;U11.1406;U2.1407;U31.1409;U30.1431;U22.1456;U27.1458;Z1.1459;U29.1482",TRUE,TRUE,"Other",FALSE,FALSE,0.146124124526978,FALSE,NA,"Other",FALSE,FALSE,0.0133349895477295,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1361,"model0",300,"small",19,0.25,0.271255431417376,0.109507580194622,1,1,1,0,19,1,0.400109657263411,0.453890154197663,"M0.1",19,"U1.1361;U2.1361;U3.1361;U4.1361;U5.1361;U6.1361;U7.1361;U8.1361;U9.1361;U10.1361;U11.1361;U12.1361;U13.1361;U14.1361;U15.1361;U16.1361;U17.1361;U18.1361;U19.1361",5,4,1,15,0,TRUE,FALSE,"U5.1361;U6.1361;U10.1361;U16.1361;Z1.1361",105,11,94,8,93,TRUE,FALSE,"U11.14;U8.62;U32.62;U37.65;U25.90;U34.90;U26.114;U17.138;W1.165;U39.190;U19.214;U15.237;U22.239;U35.239;U28.264;U20.265;U8.312;U28.337;U12.338;Z1.363;U7.388;U18.389;U23.437;W1.438;U30.486;U23.514;U7.515;U7.536;U22.536;U46.564;U10.565;U15.588;U38.589;U43.589;W1.614;U28.636;U4.637;U29.638;U31.640;U29.661;Z1.663;U14.689;U29.714;U16.761;U34.761;U19.763;U3.764;U26.786;U8.788;U12.790;U5.811;U24.811;U24.812;U33.812;Z1.813;U9.840;U6.886;U5.889;U39.889;U8.890;U30.890;U4.938;U11.939;U6.961;U12.963;U14.963;U4.988;U34.1014;U10.1036;U26.1036;U9.1037;U7.1039;U3.1040;U25.1063;U34.1088;U28.1138;U22.1139;U1.1186;U5.1187;U19.1187;W1.1236;U27.1263;U1.1314;U2.1361;U3.1361;U5.1361;U6.1361;U7.1361;U9.1361;U10.1361;U11.1361;U12.1361;U16.1361;U19.1361;Z1.1361;U1.1388;U6.1388;U26.1413;U2.1415;U16.1440;U26.1463;U7.1486;U26.1486;U28.1486;U27.1490",TRUE,TRUE,"Other",FALSE,FALSE,3.93148303031921,FALSE,NA,"Other",FALSE,FALSE,0.0898230075836182,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1362,"model1",300,"small",19,0.4,0.231591353006661,0.205825241981074,1,1,1,0,34,1,0.55336603036172,0.570213983378097,"M1.1",34,"U1.1362;U2.1362;U3.1362;U4.1362;U5.1362;U6.1362;U7.1362;U8.1362;U9.1362;U10.1362;U11.1362;U12.1362;U13.1362;U14.1362;U15.1362;U16.1362;U17.1362;U18.1362;U19.1362;U20.1362;U21.1362;U22.1362;U23.1362;U24.1362;U25.1362;U26.1362;U27.1362;U28.1362;U29.1362;U30.1362;U31.1362;U32.1362;U33.1362;U34.1362",6,4,2,30,0,TRUE,TRUE,"U1.1362;U10.1362;U25.1362;U30.1362;W1.1362;Z1.1362",109,16,93,18,91,TRUE,TRUE,"U2.13;U1.38;U4.38;U11.40;U29.61;U40.61;U3.90;U23.112;Z1.137;U16.140;U29.140;U14.163;U15.164;U1.165;U22.189;U38.190;U12.212;Z1.236;U6.238;U22.238;U22.239;U7.312;U15.315;U4.338;U11.361;U8.365;W1.389;U6.437;U23.437;W1.439;U12.461;U5.463;U25.463;U14.514;W1.536;U1.563;U31.563;U25.587;U30.613;U5.615;U13.638;U13.639;U33.661;U16.663;U4.664;U15.688;U11.712;U15.714;Z1.715;U22.739;U31.739;U35.765;U13.839;U1.864;U2.865;U41.889;U13.914;U42.914;U5.937;U4.939;W1.963;U39.990;U25.1011;U33.1011;U35.1012;U31.1013;W1.1015;U42.1063;U15.1087;U42.1089;U8.1090;U12.1138;U26.1165;U35.1165;U28.1236;U24.1238;U36.1261;U21.1263;U39.1263;U13.1264;U36.1339;W1.1340;U1.1362;U3.1362;U7.1362;U9.1362;U10.1362;U13.1362;U14.1362;U15.1362;U17.1362;U21.1362;U24.1362;U25.1362;U27.1362;U30.1362;U31.1362;U33.1362;W1.1362;Z1.1362;U11.1365;Z1.1365;U26.1388;U2.1436;U35.1438;U13.1486;U9.1489;U23.1489;U8.1490",TRUE,TRUE,"Other",FALSE,FALSE,76.1498489379883,FALSE,NA,"Other",FALSE,FALSE,0.057420015335083,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1363,"model2",300,"small",19,0.43,0.255833389423788,0.150252314982936,1,1,1,0,23,1,0.487253483067242,0.482653120170025,"M2.1",23,"U1.1363;U2.1363;U3.1363;U4.1363;U5.1363;U6.1363;U7.1363;U8.1363;U9.1363;U10.1363;U11.1363;U12.1363;U13.1363;U14.1363;U15.1363;U16.1363;U17.1363;U18.1363;U19.1363;U20.1363;U21.1363;U22.1363;U23.1363",5,4,1,19,0,TRUE,FALSE,"U3.1363;U18.1363;U20.1363;U22.1363;Z1.1363",104,12,92,11,90,TRUE,TRUE,"U25.36;U1.37;U34.38;Z1.38;U14.40;U21.40;U19.62;U24.65;U5.87;U8.113;U14.137;U11.138;U24.138;U29.140;Z1.161;W1.186;U4.187;U19.187;U21.187;W1.214;U8.236;U20.237;Z1.237;U26.240;U18.262;W1.262;U44.264;U24.265;U19.287;U20.338;U5.363;U31.364;W1.365;U14.388;U8.413;U15.414;U20.461;U7.464;U18.464;U3.561;U6.588;U13.589;U5.615;U20.638;U34.638;Z1.640;U11.690;U13.739;U26.739;U14.763;U16.764;U14.765;U13.815;U45.815;U5.839;U8.839;U17.840;U20.862;U32.862;U4.913;U31.914;U42.914;U17.937;U31.939;U9.988;U43.989;U6.1014;U7.1014;U1.1036;U12.1036;U10.1062;U27.1062;U32.1161;W1.1213;U13.1237;U17.1261;U12.1286;U7.1287;U5.1311;U23.1311;U40.1312;U3.1363;U4.1363;U5.1363;U6.1363;U12.1363;U14.1363;U15.1363;U16.1363;U17.1363;U18.1363;U20.1363;U22.1363;W1.1363;Z1.1363;U10.1390;Z1.1411;U3.1437;U4.1438;U8.1463;U12.1486;U8.1487;U3.1488;U3.1489",TRUE,TRUE,"Other",FALSE,FALSE,53.5621070861816,FALSE,NA,"Other",FALSE,FALSE,0.092771053314209,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1364,"model3",300,"small",19,0.38,0.145830527693033,0.126770989224315,1,1,1,0,16,1,0.376261273898404,0.400382915184245,"M3",16,"U1.1364;U2.1364;U3.1364;U4.1364;U5.1364;U6.1364;U7.1364;U8.1364;U9.1364;U10.1364;U11.1364;U12.1364;U13.1364;U14.1364;U15.1364;U16.1364",6,4,2,12,0,TRUE,TRUE,"U2.1364;U3.1364;U10.1364;U16.1364;W1.1364;Z1.1364",99,10,89,6,87,TRUE,TRUE,"U21.36;U8.37;U11.38;U6.62;U10.87;U41.87;U21.114;U6.115;Z1.137;U30.140;U18.161;U9.163;U9.186;U18.190;U35.213;U23.215;U48.236;U13.238;U5.262;U7.265;U11.265;U18.363;U36.364;U23.388;U4.413;U10.439;U10.462;U1.486;U19.486;U26.486;U18.487;U22.488;U11.511;U12.511;U16.537;U21.562;U27.563;U45.564;U14.590;U34.613;U20.636;U6.637;U7.639;U36.686;U45.686;U37.688;U22.761;U31.763;U25.765;U7.814;U22.815;U44.862;U23.886;U11.937;U6.938;U19.939;U1.964;U14.1036;U7.1037;U10.1061;U7.1062;W1.1062;U36.1089;U26.1136;Z1.1138;U25.1161;U7.1162;U28.1187;U33.1187;Z1.1190;U32.1214;Z1.1215;U5.1263;U31.1263;U3.1264;U7.1264;U13.1264;U5.1288;U13.1288;U2.1364;U3.1364;U6.1364;U7.1364;U8.1364;U9.1364;U10.1364;U13.1364;U15.1364;U16.1364;W1.1364;Z1.1364;U6.1365;U33.1365;U19.1389;U26.1390;U42.1438;U6.1439;U37.1439;U30.1489",TRUE,TRUE,"Other",FALSE,FALSE,10.3628041744232,FALSE,NA,"Other",FALSE,FALSE,0.132242918014526,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1365,"model4",300,"small",19,0.07,0.441723075602204,0.168066074838862,1,1,1,0,45,1,0.600279132158956,0.667680326640214,"M4",45,"U1.1365;U2.1365;U3.1365;U4.1365;U5.1365;U6.1365;U7.1365;U8.1365;U9.1365;U10.1365;U11.1365;U12.1365;U13.1365;U14.1365;U15.1365;U16.1365;U17.1365;U18.1365;U19.1365;U20.1365;U21.1365;U22.1365;U23.1365;U24.1365;U25.1365;U26.1365;U27.1365;U28.1365;U29.1365;U30.1365;U31.1365;U32.1365;U33.1365;U34.1365;U35.1365;U36.1365;U37.1365;U38.1365;U39.1365;U40.1365;U41.1365;U42.1365;U43.1365;U44.1365;U45.1365",5,3,2,42,0,TRUE,TRUE,"U11.1365;U12.1365;U45.1365;W1.1365;Z1.1365",109,22,87,23,85,TRUE,TRUE,"U5.11;U2.36;U14.36;U39.38;U49.62;U42.65;U4.87;U11.140;U20.187;U33.190;U10.213;U25.238;U40.238;U2.240;U13.240;U21.264;U30.264;U23.289;U5.290;U29.312;U15.340;U6.363;U1.365;U41.388;U14.413;U22.461;U13.465;U10.486;U36.514;U1.515;Z1.538;U11.589;U1.590;U2.590;W1.615;U29.638;U41.640;U7.665;U12.713;U41.740;U18.763;U35.811;U11.837;U21.837;U15.838;U11.862;U17.865;Z1.888;U7.937;U10.990;U31.990;U32.1013;U35.1013;U25.1015;U4.1036;Z1.1037;U30.1061;U10.1063;U15.1088;U28.1088;U5.1111;U4.1114;U6.1136;U20.1138;U35.1161;U5.1186;U38.1190;U16.1213;U15.1237;U9.1239;W1.1239;U3.1262;U30.1290;U31.1290;U32.1290;U7.1315;U14.1339;U11.1361;U1.1365;U2.1365;U3.1365;U5.1365;U6.1365;U7.1365;U11.1365;U12.1365;U14.1365;U18.1365;U21.1365;U22.1365;U24.1365;U27.1365;U28.1365;U31.1365;U33.1365;U37.1365;U38.1365;U42.1365;U44.1365;U45.1365;W1.1365;Z1.1365;U40.1388;U1.1411;U14.1413;U2.1437;U14.1440;U39.1463;W1.1487",TRUE,TRUE,"Other",FALSE,FALSE,56.7292199134827,FALSE,NA,"Other",FALSE,FALSE,0.0477960109710693,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1376,"model0",50,"medium",19,0.49,0.913844668422826,0.328714062552899,1,1,1,0,28,1,0.82463592542896,0.810544256174893,"M0.1",28,"U1.1376;U2.1376;U3.1376;U4.1376;U5.1376;U6.1376;U7.1376;U8.1376;U9.1376;U10.1376;U11.1376;U12.1376;U13.1376;U14.1376;U15.1376;U16.1376;U17.1376;U18.1376;U19.1376;U20.1376;U21.1376;U22.1376;U23.1376;U24.1376;U25.1376;U26.1376;U27.1376;U28.1376",1,0,1,28,0,TRUE,FALSE,"Z1.1376",81,3,78,25,77,TRUE,FALSE,"U21.4;U32.80;U26.128;U12.176;U8.180;U6.303;U7.303;Z1.305;U14.328;U22.353;U2.379;U8.430;U36.430;U11.478;U17.503;U18.505;U32.527;U13.553;U2.576;W1.576;U12.601;U33.604;U22.626;U8.629;U2.630;U25.630;U7.655;U22.677;U25.677;U3.679;U26.679;U8.680;U16.701;U17.704;W1.727;U27.751;U7.753;U1.780;U22.801;U26.801;U20.829;U28.852;U16.877;U28.927;U30.929;U7.979;U18.980;U42.1001;U18.1002;U25.1002;U34.1002;U1.1004;U28.1005;U2.1029;U7.1030;U21.1030;U42.1053;U37.1080;U25.1102;U8.1126;U10.1129;U16.1152;U6.1202;U14.1205;U4.1229;U40.1229;U7.1279;W1.1279;U25.1327;U1.1328;U12.1328;U1.1353;U25.1355;U27.1355;U12.1376;U26.1376;U27.1376;Z1.1376;U15.1378;U1.1429;U31.1453",TRUE,TRUE,"Other",FALSE,FALSE,0.0815460681915283,FALSE,NA,"Other",FALSE,FALSE,0.121722936630249,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1377,"model1",50,"medium",19,0.06,0.862269300036132,0.347234753379598,1,1,1,0,10,6,0.307481883881377,0.582632909704002,"M1.1",10,"U1.1377;U2.1377;U3.1377;U4.1377;U5.1377;U6.1377;U7.1377;U8.1377;U9.1377;U10.1377",0,0,0,10,0,FALSE,FALSE,"",83,4,79,6,79,FALSE,FALSE,"W1.26;U6.51;U23.51;U16.52;W1.78;U13.80;U15.101;U2.129;U8.151;U12.151;U4.152;U16.154;U23.154;U9.155;U13.155;U41.176;U15.180;U19.180;U8.203;U16.203;U30.205;U8.278;U8.302;U24.355;U24.404;U20.452;U15.454;U27.505;U18.527;U1.528;W1.529;U5.578;Z1.628;U22.652;U17.654;U22.677;U9.680;U10.728;Z1.751;U15.754;W1.779;U16.802;U23.828;U3.830;U13.876;U1.901;U24.927;U5.930;U28.951;U33.977;U37.978;U41.978;U11.1028;U11.1029;U8.1030;U30.1030;U27.1053;U3.1078;U9.1079;U37.1080;U38.1080;Z1.1080;U19.1104;U11.1128;U14.1204;U6.1226;U22.1229;U10.1280;U24.1280;U5.1301;U7.1305;U19.1327;U3.1351;U27.1351;W1.1376;U4.1377;U5.1377;U7.1377;U9.1377;U11.1429;U1.1452;U7.1453;U17.1454",TRUE,TRUE,"Other",FALSE,FALSE,0.0279920101165771,FALSE,NA,"Other",FALSE,FALSE,0.0222601890563965,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1378,"model2",50,"medium",19,0.38,0.732567714643665,0.423524815216661,1,1,1,0,31,1,0.796764614034195,0.764842398668682,"M2.1",31,"U1.1378;U2.1378;U3.1378;U4.1378;U5.1378;U6.1378;U7.1378;U8.1378;U9.1378;U10.1378;U11.1378;U12.1378;U13.1378;U14.1378;U15.1378;U16.1378;U17.1378;U18.1378;U19.1378;U20.1378;U21.1378;U22.1378;U23.1378;U24.1378;U25.1378;U26.1378;U27.1378;U28.1378;U29.1378;U30.1378;U31.1378",1,0,1,31,0,TRUE,FALSE,"Z1.1378",60,2,58,29,57,TRUE,FALSE,"U27.51;U11.76;W1.77;U24.101;U1.103;U28.128;U33.128;U35.154;U9.155;U33.176;U4.203;U9.278;U23.278;U6.302;U4.303;U9.377;U5.426;U44.427;U29.452;U14.454;U22.454;U24.454;U3.476;U27.476;U35.477;U9.528;U7.551;W1.552;U1.554;U12.577;U13.629;U25.655;U12.751;U21.753;U11.779;U33.827;U1.854;U28.877;U9.902;W1.955;U4.976;U16.978;U21.1030;U38.1076;U25.1078;U43.1079;U38.1080;U15.1129;U41.1152;U27.1202;U21.1226;U43.1229;U22.1254;U24.1280;U10.1303;Z1.1351;U6.1352;U4.1378;U27.1378;Z1.1378",TRUE,TRUE,"Other",FALSE,FALSE,0.144363164901733,FALSE,NA,"Other",FALSE,FALSE,0.0334770679473877,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1379,"model3",50,"medium",19,0.07,0.745071649551392,0.31716923257336,1,1,1,0,26,3,0.674069702867289,0.889784767660531,"M3",26,"U1.1379;U2.1379;U3.1379;U4.1379;U5.1379;U6.1379;U7.1379;U8.1379;U9.1379;U10.1379;U11.1379;U12.1379;U13.1379;U14.1379;U15.1379;U16.1379;U17.1379;U18.1379;U19.1379;U20.1379;U21.1379;U22.1379;U23.1379;U24.1379;U25.1379;U26.1379",1,0,1,26,0,TRUE,FALSE,"Z1.1379",76,1,75,25,74,TRUE,FALSE,"U5.26;U4.27;U23.27;U4.29;U8.77;U9.77;U23.80;U30.80;U7.128;U28.128;U4.152;U14.176;U7.203;U27.227;U36.251;U5.305;U15.327;U7.330;U5.353;U19.353;U19.377;U36.377;U21.380;U15.402;U24.427;U10.430;U2.451;U8.452;U39.452;U30.454;U37.480;U12.502;U3.554;U3.601;U13.629;U6.654;U32.676;U9.677;U32.679;U10.701;U24.751;U36.753;U17.776;U31.828;U33.880;U41.929;U10.952;U35.952;U4.978;U21.1005;W1.1027;U40.1053;U6.1055;U9.1055;U14.1077;U29.1078;U17.1105;U1.1126;W1.1126;U4.1127;U17.1155;U11.1176;U4.1204;U9.1205;U21.1276;U7.1303;U3.1327;U19.1352;U14.1355;U4.1379;Z1.1379;U12.1380;U21.1426;U6.1427;U16.1454;U44.1455",TRUE,TRUE,"Other",FALSE,FALSE,0.0850400924682617,FALSE,NA,"Other",FALSE,FALSE,0.0232470035552979,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
1380,"model4",50,"medium",19,0.48,0.522946952143684,0.481890752492473,1,1,1,0,42,1,0.873905524080533,0.81447273587647,"M4",42,"U1.1380;U2.1380;U3.1380;U4.1380;U5.1380;U6.1380;U7.1380;U8.1380;U9.1380;U10.1380;U11.1380;U12.1380;U13.1380;U14.1380;U15.1380;U16.1380;U17.1380;U18.1380;U19.1380;U20.1380;U21.1380;U22.1380;U23.1380;U24.1380;U25.1380;U26.1380;U27.1380;U28.1380;U29.1380;U30.1380;U31.1380;U32.1380;U33.1380;U34.1380;U35.1380;U36.1380;U37.1380;U38.1380;U39.1380;U40.1380;U41.1380;U42.1380",1,0,1,42,0,TRUE,FALSE,"Z1.1380",89,1,88,41,87,TRUE,FALSE,"U18.4;U11.77;U23.79;U41.80;U23.101;U4.127;U22.130;U15.151;U2.152;U10.152;U24.176;U11.205;U8.253;U5.302;U17.302;U25.328;Z1.328;U4.351;U2.352;U14.377;U17.402;U6.405;U38.430;U34.452;U8.476;U2.503;Z1.504;U1.527;U17.529;U3.553;U18.554;U10.576;U24.626;W1.627;U13.655;U27.655;U19.676;U1.677;U26.678;U30.678;U17.680;U18.680;U8.701;U26.726;U7.728;U12.752;U24.753;U31.753;U10.754;U12.779;U11.801;U2.827;U6.827;U42.852;Z1.854;U4.855;U4.880;U4.977;U9.1005;U21.1053;U8.1080;U30.1102;U1.1105;U11.1130;U22.1155;U1.1201;U7.1201;U29.1226;U29.1229;U30.1229;U6.1253;Z1.1253;U2.1254;W1.1278;U23.1279;U34.1279;U27.1327;U17.1328;U5.1354;U7.1377;U16.1380;Z1.1380;U2.1430;U6.1430;Z1.1430;U30.1452;U34.1452;U26.1453;U28.1453",TRUE,TRUE,"Other",FALSE,FALSE,0.245769023895264,FALSE,NA,"Other",FALSE,FALSE,0.0250990390777588,FALSE,NA,NA,NA,NA,NA,NA,"CS-alpha arm not attempted: not listed in mrpc.arms: the CS-alpha set is too large for MRPC to fit (see inference_config.R)"
